Age,Gender,Income,Credit Score,Credit History Length,Number of Existing Loans,Loan Amount,Loan Tenure,Existing Customer,State,City,LTV Ratio,Employment Profile,Profile Score,Occupation
40,Female,48000,327,94,0,30513,34,No,Kerala,Thiruvananthapuram,75.55625856333062,Self-Employed,26,Contractor
58,Female,52000,354,105,0,105133,99,No,Tamil Nadu,Coimbatore,64.34761336771747,Self-Employed,62,Farmer
70,Female,208000,571,92,4,103796,83,No,Gujarat,Ahmedabad,80.25742992744475,Student,63,Student
64,Male,50000,301,302,0,53945,96,No,West Bengal,Kolkata,93.4033605752955,Salaried,9,Teacher
38,Male,25000,322,366,0,59882,59,No,Maharashtra,Pune,94.88387243435928,Salaried,24,Civil Servant
26,Other,60000,520,291,4,68445,27,No,Gujarat,Ahmedabad,75.3918547723721,Self-Employed,65,Shopkeeper
39,Female,70000,529,544,4,150000,18,No,Uttar Pradesh,Lucknow,95.0,Salaried,63,Banker
51,Male,42000,489,47,3,53856,117,No,West Bengal,Kolkata,92.76399003117086,Salaried,49,Software Engineer
23,Female,29000,687,423,7,83893,149,Yes,Karnataka,Bengaluru,54.08164553168417,Freelancer,93,Photographer
35,Female,64000,786,265,8,63826,67,Yes,Gujarat,Ahmedabad,66.99026041560958,Salaried,100,Software Engineer
46,Male,45000,433,430,2,129173,41,No,West Bengal,Kolkata,52.91984157716948,Salaried,74,Teacher
40,Male,31000,540,241,4,22777,49,No,Karnataka,Bengaluru,93.05012743024389,Self-Employed,47,Business Owner
63,Male,168000,510,115,3,64485,112,No,Telangana,Hyderabad,95.0,Salaried,79,Civil Servant
68,Female,70000,761,56,8,150000,208,Yes,Rajasthan,Udaipur,52.313859367428314,Student,100,Student
33,Female,24000,417,442,2,55590,60,No,Telangana,Hyderabad,69.64081081413937,Student,65,Student
58,Female,58000,716,179,7,139956,91,Yes,Telangana,Hyderabad,76.70796745663304,Student,90,Student
26,Male,48000,448,211,2,81353,86,No,Tamil Nadu,Chennai,67.83936131120878,Salaried,76,Teacher
19,Male,38000,736,545,7,150000,217,Yes,Maharashtra,Pune,85.38744990325145,Student,83,Student
64,Male,179000,411,505,2,95892,43,No,Telangana,Hyderabad,62.65420113386103,Salaried,78,Civil Servant
39,Male,40000,707,46,7,105183,345,Yes,West Bengal,Kolkata,40.0,Salaried,100,Doctor
64,Male,130000,806,130,9,92655,67,Yes,Delhi,New Delhi,61.864930714880515,Salaried,100,Banker
45,Female,121000,563,611,4,150000,71,No,Kerala,Kochi,95.0,Student,66,Student
29,Male,37000,804,6,9,119634,146,Yes,Karnataka,Bishanpura,72.80997305282172,Self-Employed,97,Business Owner
26,Female,31000,850,546,10,108447,92,Yes,Kerala,Kochi,45.052760424538846,Self-Employed,100,Contractor
53,Female,117000,622,301,5,125225,63,No,Uttar Pradesh,Lucknow,77.65252306444563,Self-Employed,71,Business Owner
65,Male,191000,823,367,9,101178,199,Yes,Gujarat,Surat,40.0,Salaried,100,Doctor
62,Male,119000,444,564,2,100767,100,No,West Bengal,Kolkata,95.0,Salaried,70,Civil Servant
20,Male,40000,792,41,8,116317,147,Yes,Tamil Nadu,Coimbatore,74.46872212621255,Salaried,100,Banker
47,Female,81000,307,331,0,62220,60,No,Telangana,Hyderabad,57.43328802535174,Unemployed,27,NA
41,Female,88000,528,212,4,150000,22,No,Kerala,Kochi,79.48023059327159,Self-Employed,61,Business Owner
44,Male,40000,788,58,8,144529,276,Yes,Karnataka,Bengaluru,79.30535778275278,Salaried,100,Teacher
44,Male,33000,785,501,8,150000,283,Yes,West Bengal,Kolkata,51.52200393914264,Unemployed,90,NA
27,Female,61000,779,89,8,48876,102,Yes,Telangana,Channarayapatna,52.57444516652723,Salaried,92,Software Engineer
54,Other,71000,520,313,4,150000,44,No,Uttar Pradesh,Lucknow,72.20491092896795,Unemployed,73,NA
42,Male,32000,542,480,4,39078,113,No,Uttar Pradesh,Channarayapatna,92.42868445601563,Self-Employed,58,Business Owner
19,Male,11000,641,371,6,11870,178,No,Karnataka,Nellikuppam,95.0,Salaried,91,Software Engineer
49,Other,57000,685,607,7,64159,296,Yes,Rajasthan,Udaipur,59.46514245874303,Freelancer,100,Photographer
51,Male,84000,758,230,8,124745,298,Yes,West Bengal,Kolkata,72.46472317633163,Salaried,91,Civil Servant
54,Female,102000,719,503,7,106224,126,Yes,Telangana,Hyderabad,59.5410747602013,Freelancer,95,Photographer
44,Male,73000,300,483,0,150000,41,No,West Bengal,Kolkata,66.34156550715495,Self-Employed,27,Farmer
69,Male,188000,448,367,2,150000,85,No,Kerala,Thiruvananthapuram,64.8485258586109,Salaried,94,Banker
53,Male,72000,560,444,4,98435,12,No,Gujarat,Dhulagori,92.89922713990794,Self-Employed,78,Shopkeeper
24,Female,71000,430,241,2,136457,28,No,Karnataka,Mysuru,66.30999784472698,Salaried,72,Doctor
59,Female,53000,619,349,5,150000,279,No,West Bengal,Kolkata,87.83504420373187,Self-Employed,79,Business Owner
38,Male,86000,614,398,5,86302,278,No,Karnataka,Bengaluru,59.15987878508322,Self-Employed,97,Contractor
63,Female,185000,497,380,3,75834,44,No,Tamil Nadu,Bishanpura,95.0,Salaried,69,Doctor
38,Female,52000,561,509,4,100725,76,No,Maharashtra,Nagpur,95.0,Unemployed,60,NA
18,Female,32000,586,606,5,111242,60,No,Maharashtra,Mumbai,95.0,Self-Employed,67,Business Owner
33,Male,85000,429,477,2,50510,71,No,West Bengal,Kolkata,56.9472772867445,Self-Employed,63,Shopkeeper
54,Male,33000,850,231,10,104638,77,Yes,Uttar Pradesh,Channarayapatna,72.4329903801347,Self-Employed,92,Farmer
57,Male,48000,672,25,6,29437,127,Yes,Gujarat,Ahmedabad,54.33586006669585,Salaried,99,Doctor
59,Female,158000,504,11,3,93918,54,No,Gujarat,Surat,74.7611277832062,Salaried,71,Doctor
48,Female,88000,454,410,2,46316,100,No,Rajasthan,Udaipur,66.9450738382039,Salaried,89,Software Engineer
66,Male,77000,629,176,5,150000,239,No,Kerala,Thiruvananthapuram,76.92036139593493,Self-Employed,79,Business Owner
35,Male,33000,300,79,0,141588,30,No,Delhi,New Delhi,94.54057611600058,Self-Employed,29,Contractor
53,Female,46000,368,257,1,97553,118,No,Gujarat,Surat,76.74246917248254,Unemployed,51,NA
35,Male,85000,759,115,8,128489,353,Yes,Uttar Pradesh,Lucknow,40.0,Salaried,100,Doctor
42,Other,100000,692,65,7,148200,252,Yes,Tamil Nadu,Chennai,92.01563353374806,Self-Employed,96,Farmer
40,Male,48000,829,278,9,31903,136,Yes,Gujarat,Surat,83.4518397798031,Self-Employed,96,Farmer
53,Female,100000,593,272,5,102581,34,No,Maharashtra,Nagpur,56.26025553081456,Self-Employed,95,Shopkeeper
31,Male,45000,325,160,0,55304,79,No,Rajasthan,Udaipur,84.27803280026113,Self-Employed,45,Business Owner
45,Female,28000,343,312,0,124351,17,No,Telangana,Hyderabad,95.0,Self-Employed,14,Farmer
65,Female,78000,653,310,6,150000,265,Yes,Maharashtra,Nagpur,89.40531911412255,Salaried,91,Banker
47,Male,95000,467,207,3,150000,103,No,Telangana,Hyderabad,80.72981321708437,Salaried,71,Teacher
25,Male,56000,846,390,9,87401,98,Yes,Rajasthan,Channarayapatna,51.77750245490297,Salaried,100,Doctor
25,Female,27000,492,400,3,86733,24,No,Maharashtra,Pune,71.97402292859952,Student,78,Student
18,Male,26000,412,414,2,34951,52,No,Karnataka,Mysuru,60.05348634845029,Self-Employed,54,Shopkeeper
64,Male,133000,681,372,6,103139,308,Yes,West Bengal,Kolkata,64.58908842924862,Salaried,96,Teacher
54,Female,31000,300,45,0,69997,114,No,Rajasthan,Udaipur,65.05248582905624,Self-Employed,43,Shopkeeper
43,Male,108000,397,508,1,66840,108,No,Maharashtra,Pune,72.11359813894727,Self-Employed,68,Shopkeeper
61,Male,123000,420,479,2,136165,119,No,Telangana,Hyderabad,95.0,Salaried,44,Doctor
32,Male,70000,314,482,0,139112,55,No,Karnataka,Bengaluru,95.0,Salaried,37,Banker
70,Female,134000,618,551,5,150000,161,No,West Bengal,Kolkata,63.34074360911376,Self-Employed,92,Farmer
61,Female,33000,618,465,5,83247,173,No,Karnataka,Bengaluru,71.61725137525806,Salaried,96,Doctor
32,Female,40000,850,430,10,81169,92,Yes,Rajasthan,Udaipur,74.2275959512287,Salaried,98,Software Engineer
52,Female,128000,464,482,2,146951,63,No,Rajasthan,Jaipur,76.78742019375369,Salaried,53,Doctor
46,Female,59000,565,42,4,150000,14,No,West Bengal,Bishanpura,68.85753421589439,Salaried,89,Software Engineer
56,Female,46000,415,201,2,86059,56,No,West Bengal,Kolkata,95.0,Salaried,33,Banker
51,Male,132000,416,308,2,150000,18,No,Uttar Pradesh,Kanpur,61.922927046352456,Freelancer,78,Graphic Designer
61,Female,132000,632,605,6,64099,239,No,Gujarat,Surat,55.12821102864,Salaried,100,Doctor
53,Male,105000,725,177,7,128914,150,Yes,Maharashtra,Nagpur,40.249692676920986,Salaried,92,Doctor
42,Female,89000,503,199,3,112278,38,No,Tamil Nadu,Chennai,95.0,Self-Employed,67,Farmer
23,Female,32000,376,93,1,43934,25,No,Uttar Pradesh,Kanpur,50.53311420464687,Salaried,87,Banker
58,Male,138000,444,214,2,126661,31,No,Kerala,Thiruvananthapuram,80.10170753171468,Freelancer,53,Graphic Designer
41,Male,86000,567,104,4,150000,116,No,Kerala,Dhulagori,74.90287678890893,Self-Employed,80,Shopkeeper
35,Female,68000,357,138,1,131679,50,No,West Bengal,Kolkata,95.0,Salaried,55,Teacher
52,Female,93000,494,300,3,128385,56,No,Telangana,Hyderabad,92.96570766393586,Unemployed,45,NA
66,Male,48000,447,514,2,116190,111,No,Telangana,Hyderabad,95.0,Unemployed,48,NA
26,Other,76000,625,285,5,150000,224,No,Tamil Nadu,Chennai,79.38039613071386,Self-Employed,74,Shopkeeper
51,Other,102000,379,176,1,150000,105,No,Kerala,Kochi,80.40709489422892,Salaried,49,Banker
64,Female,177000,653,79,6,104073,88,Yes,Rajasthan,Udaipur,58.470161440346416,Salaried,100,Doctor
19,Male,55000,527,421,4,150000,51,No,Delhi,New Delhi,73.01414476774283,Freelancer,90,Photographer
62,Male,40000,650,182,6,100855,144,No,Gujarat,Surat,53.176975430747774,Self-Employed,100,Shopkeeper
39,Male,37000,614,210,5,76939,94,No,Rajasthan,Channarayapatna,89.76591156572758,Self-Employed,66,Shopkeeper
69,Male,146000,815,217,9,150000,358,Yes,Maharashtra,Manjari,59.99394486063591,Self-Employed,92,Farmer
39,Male,57000,522,509,4,68028,103,No,Tamil Nadu,Chennai,86.78543579370401,Self-Employed,43,Contractor
37,Male,97000,525,51,4,146763,55,No,Gujarat,Surat,53.82441202018821,Freelancer,98,Writer
59,Male,92000,759,229,8,109371,164,Yes,Karnataka,Bengaluru,71.78060266969904,Salaried,93,Teacher
68,Female,63000,787,547,8,118438,287,Yes,West Bengal,Kolkata,67.52598961847897,Salaried,96,Teacher
22,Male,57000,686,65,7,97447,132,Yes,Karnataka,Mysuru,85.12353833807434,Self-Employed,87,Farmer
21,Male,58000,703,504,7,141143,144,Yes,Gujarat,Manjari,79.29230602961718,Student,90,Student
46,Female,118000,630,488,6,106719,215,No,Tamil Nadu,Chennai,64.44416788364802,Self-Employed,92,Business Owner
66,Female,98000,696,154,7,120945,264,Yes,Kerala,Manjari,66.90597095387957,Salaried,100,Teacher
59,Female,60000,395,254,1,150000,22,No,West Bengal,Kolkata,76.6964755007837,Freelancer,69,Writer
70,Female,173000,656,358,6,119886,120,Yes,West Bengal,Kolkata,84.1356910439836,Salaried,87,Civil Servant
18,Male,45000,414,221,2,131782,70,No,Uttar Pradesh,Kanpur,73.54824746411884,Salaried,50,Software Engineer
48,Female,95000,752,284,8,150000,146,Yes,West Bengal,Kolkata,61.01639264848413,Salaried,100,Software Engineer
38,Male,85000,761,225,8,150000,288,Yes,Tamil Nadu,Chennai,46.43200595090835,Salaried,91,Civil Servant
28,Female,34000,499,376,3,75132,74,No,West Bengal,Kolkata,95.0,Freelancer,69,Graphic Designer
41,Male,34000,773,351,8,76660,318,Yes,West Bengal,Dhulagori,58.2344383053879,Salaried,92,Doctor
61,Female,49000,324,406,0,101312,30,No,Telangana,Hyderabad,95.0,Salaried,19,Software Engineer
41,Female,32000,704,218,7,107193,236,Yes,Maharashtra,Pune,40.0,Freelancer,94,Graphic Designer
29,Male,79000,612,11,5,43860,78,No,Rajasthan,Jaipur,68.89814474256414,Self-Employed,99,Contractor
62,Female,164000,525,192,4,71410,64,No,Karnataka,Bengaluru,81.2015604827236,Salaried,93,Civil Servant
41,Male,98000,616,74,5,129140,272,No,Delhi,New Delhi,90.91009994847249,Salaried,88,Doctor
67,Female,82000,462,262,2,123973,63,No,Uttar Pradesh,Bishanpura,94.91000386409081,Salaried,55,Teacher
20,Female,56000,713,592,7,55985,134,Yes,Maharashtra,Pune,44.65096806466772,Self-Employed,92,Farmer
29,Male,46000,788,224,8,71648,269,Yes,Karnataka,Mysuru,40.0,Self-Employed,100,Contractor
55,Female,34000,321,59,0,52492,16,No,Delhi,New Delhi,80.86728430828289,Self-Employed,28,Contractor
64,Male,83000,610,275,5,77178,260,No,Rajasthan,Jaipur,54.16159427666561,Freelancer,97,Writer
67,Female,160000,590,488,5,86315,74,No,Kerala,Thiruvananthapuram,64.35883413288393,Salaried,100,Doctor
27,Female,68000,486,20,3,54275,30,No,Karnataka,Mysuru,70.69127612171026,Self-Employed,78,Shopkeeper
20,Female,42000,639,570,6,24193,87,No,Telangana,Hyderabad,95.0,Freelancer,65,Photographer
69,Other,152000,604,72,5,137600,147,No,West Bengal,Kolkata,71.1416364881851,Salaried,98,Software Engineer
67,Male,33000,378,66,1,97276,35,No,Rajasthan,Udaipur,63.13184412724304,Unemployed,41,NA
52,Male,71000,422,26,2,114903,115,No,West Bengal,Kolkata,56.314297972802045,Salaried,86,Software Engineer
26,Male,34000,544,146,4,150000,63,No,Tamil Nadu,Chennai,84.97847506129342,Salaried,76,Teacher
24,Female,19000,801,267,9,74833,255,Yes,Rajasthan,Udaipur,52.94030107574215,Freelancer,92,Graphic Designer
64,Male,178000,850,556,10,117551,341,Yes,Karnataka,Mysuru,52.79646468610692,Self-Employed,90,Farmer
38,Male,35000,637,566,6,97797,105,No,Kerala,Kochi,95.0,Salaried,82,Software Engineer
67,Female,122000,850,443,10,54034,302,Yes,Rajasthan,Udaipur,54.064555518156254,Freelancer,100,Photographer
64,Male,179000,850,180,10,133884,95,Yes,West Bengal,Kolkata,40.0,Salaried,100,Civil Servant
25,Male,74000,718,572,7,46898,359,Yes,Rajasthan,Udaipur,79.15161500295406,Salaried,100,Software Engineer
22,Female,63000,552,150,4,54876,16,No,Tamil Nadu,Chennai,95.0,Salaried,62,Civil Servant
57,Female,147000,442,532,2,150000,37,No,Tamil Nadu,Channarayapatna,73.9278952555689,Salaried,88,Civil Servant
66,Male,50000,450,462,2,79325,40,No,Maharashtra,Nagpur,59.290498714629486,Self-Employed,67,Business Owner
34,Female,27000,300,73,0,118236,116,No,Kerala,Bishanpura,75.59071701552088,Freelancer,25,Photographer
36,Male,43000,538,609,4,53990,44,No,Tamil Nadu,Coimbatore,75.39019931817289,Unemployed,55,NA
46,Female,116000,677,238,6,80633,222,Yes,Kerala,Thiruvananthapuram,89.58108616763826,Salaried,81,Banker
27,Male,32000,448,475,2,47777,41,No,Karnataka,Bengaluru,62.79737986944828,Salaried,88,Doctor
26,Female,46000,648,511,6,150000,110,No,Rajasthan,Jaipur,56.19950956497655,Unemployed,100,NA
51,Female,32000,510,574,3,129412,25,No,Karnataka,Mysuru,95.0,Salaried,44,Teacher
52,Female,139000,653,401,6,122023,226,Yes,Telangana,Hyderabad,95.0,Salaried,96,Software Engineer
47,Male,125000,426,107,2,68887,87,No,Kerala,Kochi,72.54141236434694,Self-Employed,42,Contractor
56,Female,43000,727,603,7,73471,198,Yes,Karnataka,Bengaluru,54.54056774268318,Self-Employed,100,Farmer
41,Female,95000,300,202,0,150000,24,No,Rajasthan,Udaipur,67.4352557947156,Freelancer,59,Independent Consultant
25,Female,55000,752,48,8,61556,249,Yes,Delhi,New Delhi,51.72751339846866,Self-Employed,100,Contractor
20,Male,39000,689,237,7,31404,141,Yes,Delhi,New Delhi,62.530092445246794,Self-Employed,95,Farmer
64,Female,110000,749,406,8,147648,221,Yes,Telangana,Hyderabad,41.116684177975536,Unemployed,100,NA
23,Male,47000,634,300,6,73843,77,No,Uttar Pradesh,Manjari,61.453158613345735,Self-Employed,94,Shopkeeper
27,Other,39000,616,56,5,127055,225,No,Maharashtra,Mumbai,55.73589631437647,Salaried,98,Doctor
41,Female,91000,710,173,7,70104,63,Yes,Maharashtra,Pune,78.02323108281874,Freelancer,100,Photographer
49,Female,57000,300,158,0,77064,16,No,Tamil Nadu,Chennai,92.6268695089318,Self-Employed,19,Business Owner
52,Female,46000,556,209,4,60882,31,No,Telangana,Hyderabad,68.4330876648128,Freelancer,99,Independent Consultant
19,Female,16000,709,310,7,28257,267,Yes,Tamil Nadu,Dhulagori,63.15083000810125,Self-Employed,90,Farmer
53,Male,87000,482,536,3,143190,44,No,Karnataka,Mysuru,91.22058313153825,Salaried,58,Software Engineer
39,Male,56000,383,459,1,50548,68,No,West Bengal,Kolkata,95.0,Student,1,Student
36,Female,25000,592,551,5,59002,75,No,Delhi,New Delhi,74.32411453688206,Self-Employed,71,Shopkeeper
65,Other,99000,644,225,6,76369,156,No,Gujarat,Surat,67.08551268035012,Salaried,96,Banker
23,Male,46000,387,488,1,31913,51,No,Karnataka,Mysuru,51.590346965431074,Salaried,90,Doctor
56,Female,79000,363,260,1,150000,40,No,Maharashtra,Pune,94.00142786505901,Self-Employed,45,Shopkeeper
60,Female,91000,416,394,2,130447,105,No,Uttar Pradesh,Lucknow,95.0,Salaried,50,Teacher
36,Male,71000,576,545,5,55862,51,No,Telangana,Hyderabad,95.0,Self-Employed,63,Contractor
46,Female,113000,504,421,3,100768,63,No,Kerala,Kochi,52.83509761304262,Self-Employed,96,Contractor
57,Female,43000,502,477,3,97762,116,No,Rajasthan,Jaipur,82.8434606399469,Student,41,Student
55,Male,108000,497,605,3,124927,46,No,Maharashtra,Pune,85.16187851425038,Salaried,77,Banker
53,Male,64000,715,373,7,108613,70,Yes,Uttar Pradesh,Lucknow,73.006044262805,Salaried,100,Doctor
47,Female,24000,710,388,7,92349,249,Yes,West Bengal,Kolkata,40.0,Freelancer,90,Graphic Designer
36,Female,74000,625,220,5,67141,190,No,Kerala,Nellikuppam,82.50933394940539,Self-Employed,70,Farmer
42,Female,37000,304,151,0,41636,66,No,Tamil Nadu,Chennai,51.745431523531316,Salaried,81,Banker
52,Female,99000,511,266,3,150000,65,No,Karnataka,Bengaluru,95.0,Self-Employed,33,Business Owner
54,Female,92000,415,254,2,113055,119,No,Delhi,Manjari,62.66074826245463,Salaried,77,Doctor
18,Male,27000,538,236,4,123252,36,No,Telangana,Hyderabad,93.28061379656074,Salaried,51,Banker
37,Female,18000,717,454,7,21497,235,Yes,Maharashtra,Mumbai,75.10779252936007,Self-Employed,100,Shopkeeper
47,Male,131000,680,56,6,148944,213,Yes,Tamil Nadu,Chennai,80.25972061174446,Salaried,98,Teacher
38,Male,110000,850,406,10,86218,334,Yes,Kerala,Thiruvananthapuram,45.18908667038998,Salaried,92,Banker
52,Male,84000,389,600,1,122576,38,No,Tamil Nadu,Coimbatore,55.932168914080535,Student,77,Student
28,Female,31000,300,111,0,129255,53,No,West Bengal,Bishanpura,92.24723821974713,Unemployed,0,NA
58,Female,143000,705,574,7,65865,189,Yes,Uttar Pradesh,Lucknow,63.86192103168855,Salaried,100,Teacher
45,Female,115000,408,96,1,131875,64,No,Kerala,Thiruvananthapuram,61.36724219951743,Salaried,88,Teacher
23,Male,28000,355,107,1,56369,13,No,Kerala,Channarayapatna,76.8056984190519,Student,33,Student
59,Male,143000,387,288,1,150000,50,No,Tamil Nadu,Coimbatore,62.26461359080345,Salaried,63,Civil Servant
67,Male,169000,583,123,5,126381,50,No,Delhi,Channarayapatna,67.72555082174622,Salaried,98,Software Engineer
33,Female,76000,635,569,6,150000,112,No,Rajasthan,Udaipur,89.92172794936695,Self-Employed,69,Shopkeeper
70,Female,199000,511,496,3,50748,27,No,Maharashtra,Dhulagori,66.95829883269803,Salaried,75,Banker
63,Female,33000,833,8,9,117345,294,Yes,Kerala,Kochi,60.10491722309823,Self-Employed,98,Contractor
39,Male,64000,300,605,0,92954,30,No,Karnataka,Nellikuppam,75.03551380553121,Self-Employed,47,Contractor
40,Male,38000,665,236,6,97286,349,Yes,Uttar Pradesh,Lucknow,76.4795204929332,Self-Employed,85,Shopkeeper
22,Male,56000,578,431,5,55211,92,No,Rajasthan,Jaipur,83.55052469930328,Self-Employed,75,Business Owner
70,Female,36000,761,455,8,115728,179,Yes,Karnataka,Channarayapatna,67.39250463517743,Salaried,95,Banker
22,Female,46000,757,124,8,106534,101,Yes,Uttar Pradesh,Lucknow,62.201114594412985,Self-Employed,92,Contractor
59,Female,133000,814,235,9,138917,124,Yes,Maharashtra,Mumbai,45.64102673474292,Salaried,100,Civil Servant
24,Female,30000,850,384,10,123514,131,Yes,Tamil Nadu,Coimbatore,62.944945681283,Self-Employed,100,Farmer
52,Other,155000,409,177,1,150000,65,No,Kerala,Kochi,93.52683610922129,Self-Employed,44,Shopkeeper
47,Female,135000,609,239,5,148663,264,No,Uttar Pradesh,Lucknow,59.42866539272289,Self-Employed,94,Shopkeeper
70,Male,168000,757,439,8,150000,242,Yes,Kerala,Kochi,51.79132136840617,Salaried,100,Civil Servant
40,Male,23000,715,357,7,69710,231,Yes,West Bengal,Kolkata,40.0,Salaried,100,Software Engineer
35,Male,70000,841,439,9,72312,225,Yes,West Bengal,Kolkata,82.57694883820824,Unemployed,100,NA
20,Male,55000,606,199,5,108804,232,No,Tamil Nadu,Chennai,86.26265524482189,Salaried,79,Banker
48,Female,80000,573,240,4,150000,92,No,Tamil Nadu,Chennai,95.0,Self-Employed,45,Contractor
21,Male,13000,414,96,2,31637,107,No,Kerala,Kochi,57.51261474937169,Self-Employed,79,Shopkeeper
22,Female,37000,850,101,10,149537,199,Yes,West Bengal,Kolkata,40.0,Salaried,94,Banker
28,Female,73000,475,287,3,135258,20,No,Delhi,Bishanpura,82.7812977373723,Unemployed,61,NA
22,Male,59000,575,108,5,150000,55,No,Telangana,Hyderabad,59.72765130161199,Self-Employed,98,Shopkeeper
38,Female,97000,757,528,8,150000,106,Yes,Karnataka,Bengaluru,63.119299151273424,Self-Employed,100,Business Owner
21,Male,53000,770,47,8,75339,249,Yes,Telangana,Hyderabad,69.75856670561487,Self-Employed,100,Shopkeeper
29,Male,78000,579,54,5,150000,66,No,Uttar Pradesh,Kanpur,52.8001785277877,Self-Employed,96,Farmer
23,Male,21000,592,404,5,32287,21,No,Karnataka,Bengaluru,53.96914871902637,Student,93,Student
18,Male,30000,655,211,6,134855,267,Yes,Kerala,Thiruvananthapuram,65.02738374161362,Self-Employed,99,Contractor
54,Female,101000,710,59,7,150000,223,Yes,Rajasthan,Nellikuppam,73.64719671922973,Salaried,100,Software Engineer
67,Female,126000,706,560,7,150000,329,Yes,Telangana,Hyderabad,53.89369824292389,Salaried,91,Teacher
56,Female,153000,833,525,9,150000,156,Yes,Uttar Pradesh,Lucknow,67.77833642700215,Salaried,100,Civil Servant
40,Male,64000,562,103,4,71771,99,No,Telangana,Hyderabad,95.0,Unemployed,69,NA
49,Male,105000,427,116,2,75010,88,No,Tamil Nadu,Manjari,52.05432676873687,Self-Employed,80,Farmer
20,Female,48000,822,78,9,25735,242,Yes,Gujarat,Ahmedabad,43.79081615331482,Salaried,100,Banker
20,Male,43000,628,573,5,134225,287,No,Delhi,New Delhi,71.70189412170744,Student,72,Student
42,Female,108000,850,222,10,75127,188,Yes,Telangana,Hyderabad,41.238968130971074,Salaried,93,Banker
38,Other,65000,458,514,2,79045,65,No,Telangana,Hyderabad,95.0,Salaried,39,Banker
60,Male,109000,526,494,4,150000,32,No,West Bengal,Kolkata,88.30192910338633,Salaried,63,Civil Servant
45,Male,91000,544,142,4,150000,21,No,Karnataka,Bengaluru,95.0,Salaried,88,Software Engineer
61,Male,53000,300,385,0,149387,100,No,Maharashtra,Pune,67.94594559041536,Self-Employed,61,Farmer
29,Female,86000,850,538,10,150000,231,Yes,Kerala,Nellikuppam,40.0,Salaried,100,Civil Servant
35,Male,20000,674,359,6,59931,201,Yes,Delhi,New Delhi,91.16727512036108,Salaried,95,Teacher
67,Other,61000,612,576,5,150000,327,No,Gujarat,Surat,72.42062347331046,Student,67,Student
59,Other,61000,441,107,2,131036,102,No,Karnataka,Bengaluru,86.35750298962267,Salaried,73,Doctor
19,Male,48000,545,148,4,72744,29,No,Delhi,New Delhi,95.0,Student,31,Student
51,Male,27000,720,77,7,14034,255,Yes,West Bengal,Kolkata,40.0,Salaried,100,Doctor
50,Female,148000,771,151,8,69855,174,Yes,Karnataka,Mysuru,76.84332718119637,Salaried,92,Software Engineer
54,Female,151000,807,492,9,150000,252,Yes,Karnataka,Bengaluru,77.89293766475157,Salaried,99,Banker
57,Male,151000,460,337,2,150000,31,No,West Bengal,Kolkata,95.0,Salaried,36,Doctor
38,Female,98000,393,291,1,96055,102,No,Telangana,Dhulagori,91.73331464142402,Salaried,39,Teacher
21,Male,61000,773,161,8,37751,291,Yes,Rajasthan,Jaipur,40.0,Salaried,92,Doctor
41,Female,88000,637,383,6,145158,88,No,Rajasthan,Jaipur,60.29872836568082,Salaried,99,Software Engineer
33,Female,34000,472,557,3,49732,43,No,Telangana,Hyderabad,63.27523950412297,Salaried,79,Civil Servant
60,Other,100000,850,533,10,133504,181,Yes,West Bengal,Kolkata,41.84545484756431,Unemployed,94,NA
31,Male,27000,760,534,8,56224,156,Yes,Rajasthan,Udaipur,71.37354391979434,Self-Employed,100,Farmer
54,Male,131000,809,466,9,61914,166,Yes,Telangana,Hyderabad,60.26147024038052,Self-Employed,94,Contractor
41,Male,62000,638,99,6,31320,344,No,Kerala,Kochi,90.46467373495956,Salaried,99,Doctor
36,Male,92000,300,51,0,90268,31,No,Gujarat,Bishanpura,57.1027548275242,Freelancer,39,Photographer
25,Male,35000,540,202,4,107943,14,No,West Bengal,Kolkata,54.87736188093697,Self-Employed,82,Shopkeeper
26,Male,32000,587,565,5,72811,74,No,Tamil Nadu,Coimbatore,82.7743678244814,Salaried,91,Teacher
21,Female,39000,760,573,8,52410,321,Yes,Kerala,Kochi,67.93322325766502,Self-Employed,95,Farmer
69,Male,37000,300,494,0,90408,33,No,West Bengal,Kolkata,66.17724180973082,Salaried,51,Banker
33,Female,80000,700,241,7,52065,112,Yes,Uttar Pradesh,Kanpur,52.18089679222201,Self-Employed,100,Contractor
46,Female,58000,567,340,4,57757,56,No,Karnataka,Mysuru,83.29575925966176,Student,63,Student
20,Female,38000,808,517,9,24811,353,Yes,Karnataka,Dhulagori,61.39325995712308,Self-Employed,91,Business Owner
49,Female,120000,850,72,10,83347,127,Yes,Delhi,New Delhi,76.98345988846933,Salaried,91,Software Engineer
69,Female,120000,639,90,6,107004,194,No,Kerala,Kochi,58.68563926581164,Freelancer,97,Graphic Designer
69,Male,77000,576,98,5,60378,51,No,Telangana,Hyderabad,95.0,Salaried,57,Civil Servant
49,Other,109000,526,183,4,147407,73,No,Gujarat,Surat,80.17324944828944,Salaried,85,Civil Servant
27,Male,14000,665,48,6,56611,206,Yes,Gujarat,Ahmedabad,52.374140454600415,Salaried,91,Doctor
55,Male,86000,683,588,6,82801,77,Yes,Maharashtra,Nagpur,90.08325602944086,Salaried,87,Software Engineer
25,Male,33000,582,162,5,61346,99,No,Telangana,Hyderabad,70.81379907764898,Unemployed,66,NA
